   0.00000000       0.00000000    
  0.261799395      0.258819044    
  0.523598790      0.500000000    
  0.785398185      0.707106769    
   1.04719758      0.866025448    
   1.30899704      0.965925872    
   1.57079637       1.00000000    
   1.83259583      0.965925813    
   2.09439516      0.866025388    
   2.35619450      0.707106769    
   2.61799407      0.499999821    
   2.87979341      0.258818924    
   3.14159274      -8.74227766E-08
   3.40339208     -0.258819073    
   3.66519165     -0.500000179    
   3.92699075     -0.707106709    
   4.18879032     -0.866025448    
   4.45058966     -0.965925872    
   4.71238899      -1.00000000    
   4.97418833     -0.965925813    
   5.23598814     -0.866025209    
   5.49778748     -0.707106531    
   5.75958681     -0.499999762    
   6.02138567     -0.258819282    
   6.28318548       1.74845553E-07
